Citation,x,y,cluster,keywords,Index,Full Name
for contributions to algorithms and implementations of automatic program parallelization.,-3.8426929,-1.7339337,3,"performance, parallel, design, memory, computing",715,Ron Cytron
"for contributions to efficient algorithms for string matching, data streams, and internet ad auctions",7.270882,-2.9470768,1,"mining, artificial, natural, intelligence, learning",716,S. Muthukrishnan
for contributions to human computer interaction.,5.723919,7.095516,5,"interaction, human, graphics, vision, computer",717,Sara Kiesler
"for contributions to hardware and language memory models, and to low-power and resilient systems.",-7.0951204,-4.0757523,3,"performance, parallel, design, memory, computing",718,Sarita Adve
for contributions to human computer interface research and innovation.,5.6206245,7.212129,5,"interaction, human, graphics, vision, computer",719,Shumin Zhai
for contributions to large scale systems and network security.,-7.0806494,-0.94774467,2,"networks, parallel, computing, systems, distributed",720,Stefan Savage
"for contributions to the design of programmable logic and reconfigurable architectures, and for the development of design automation tools that enable their use.",-7.328883,3.0808547,3,"performance, parallel, design, memory, computing",721,Stephen Trimberger
"for algorithmic contributions in computational geometry, networks, and computational economics.",3.037687,6.2009215,7,"combinatorial, computational, complexity, theory, algorithms",722,Subhash Suri
"for contributions to hpc, storage and parallel i/o.",-5.7719464,0.08559775,3,"performance, parallel, design, memory, computing",723,Alok Choudhary
for contributions to fundamental theoretical and practical problems in the design and analysis of algorithms.,1.7558527,5.021006,7,"combinatorial, computational, complexity, theory, algorithms",724,Andrew V Goldberg
for contributions to volume visualization and its applications.,8.7970705,5.625314,5,"interaction, human, graphics, vision, computer",725,Arie E Kaufman
for contributions to computer vision and medical image analysis.,9.883241,4.5665727,5,"interaction, human, graphics, vision, computer",726,Baba C Vemuri
for contributions to computer networking.,-9.812558,-2.4984357,0,"internet, systems, mobile, networks, wireless",727,Bruce Davie
"for contributions in robotics, mems, computational molecular biology.",6.7619715,4.7721643,4,"service, science, computing, acm, computer",728,Bruce R. Donald
"for contributions to algorithms for geometric design, scientific visualization, computational biology and bioinformatics.",3.4019136,6.2896924,7,"combinatorial, computational, complexity, theory, algorithms",729,Chandrajit L. Bajaj
"for contributions to operating systems, distributed systems, and scalable storage.",-6.0993733,-1.1615219,2,"networks, parallel, computing, systems, distributed",730,Chandramohan A Thekkath
for efficient algorithms for combinatorial optimization problems based on randomization.,3.6473002,4.1641107,7,"combinatorial, computational, complexity, theory, algorithms",731,David Karger
for contributions to real-time systems and to object-oriented language design and implementation.,-3.0892732,-0.79771894,9,"systems, verification, languages, programming, software",732,David F Bacon
"for contributions to theoretical computer science, algorithms and interdisciplinary applications of computing.",1.5617273,3.856603,7,"combinatorial, computational, complexity, theory, algorithms",733,Shang-Hua Teng
"for contributions to computing technology, education and research.",-1.6102725,2.4069483,4,"service, science, computing, acm, computer",734,Vijay P Bhatkar
for contributions to the dependability and security of networks and systems.,-8.138765,-3.2952504,0,"internet, systems, mobile, networks, wireless",735,Farnam Jahanian
"for the design, realization, and integration of embedded and ubiquitous computing systems.",-9.468292,0.33075285,0,"internet, systems, mobile, networks, wireless",736,Gaetano Borriello
for contributions to human computer interaction and computer-mediated lifelong learning.,5.451408,7.282942,4,"service, science, computing, acm, computer",737,Gerhard Fischer
for contributions to distributed and parallel computing.,-5.795489,0.69508016,2,"networks, parallel, computing, systems, distributed",738,Hagit Attiya
"for contributions to knowledge discovery and data mining, similarity search, spatial data management, and access methods for high-dimensional data.",6.704408,-3.5287771,8,"systems, management, query, data, database",739,Hans-Peter Kriegel
"for work in parallel programming languages, collaborative and distributed computing.",-5.1975317,0.495233,2,"networks, parallel, computing, systems, distributed",740,Ian T Foster
for contributions to the science and engineering of large-scale distributed computer systems.,-6.108684,-0.8345667,2,"networks, parallel, computing, systems, distributed",741,Jeffrey A Dean
for contributions to stochastic analysis of parallel storage and communication systems.,-6.036098,-0.056761276,2,"networks, parallel, computing, systems, distributed",742,John Chi-Shing Lui
for contributions to database management systems and data access technologies.,4.615742,-4.1860905,8,"systems, management, query, data, database",743,Jose A Blakeley
for contributions to database systems and data management.,4.6675076,-3.8237002,8,"systems, management, query, data, database",744,Joseph M Hellerstein
"for contributions to program analysis of procedural, object-oriented and aspect-oriented programming languages.",-0.26672184,-6.224947,9,"systems, verification, languages, programming, software",745,Laurie J Hendren
for contributions in power-aware computing.,-5.7374563,-1.235037,3,"performance, parallel, design, memory, computing",746,Margaret Martonosi
for his contributions to program analysis for parallel computing and techniques for enabling software systems to execute successfully in the face of errors and failures.,-4.461268,-0.5639001,3,"performance, parallel, design, memory, computing",747,Martin Rinard
for contributions to multimedia compression and communication.,-10.748561,1.2004021,0,"internet, systems, mobile, networks, wireless",748,Martin Vetterli
for contributions to data structures and algorithms for combinatorial and geometric problems.,2.9118505,6.3121605,7,"combinatorial, computational, complexity, theory, algorithms",749,Michael T Goodrich
for distinguished service to the acm and her impact on computing education.,0.5636379,0.5059093,4,"service, science, computing, acm, computer",750,Nell B. Dale
for contributions to relational database technology.,3.4568858,-4.0831537,8,"systems, management, query, data, database",751,Patricia G. Selinger
"for contributions to geometric computing and applications to computer graphics, robotics and gpu computing.",7.345083,5.376899,5,"interaction, human, graphics, vision, computer",752,Dinesh Manocha
"for contributions to symbolic and algebraic computation, algebraic algorithms and complexity theory.",3.0713816,3.1196797,7,"combinatorial, computational, complexity, theory, algorithms",753,Erich L Kaltofen
for contributions to data management and knowledge representation.,5.124435,-1.9868225,8,"systems, management, query, data, database",754,Maurizio Lenzerini
for contributions to dependable and secure distributed computing.,-5.196049,-1.7874277,2,"networks, parallel, computing, systems, distributed",755,Paulo Esteves-Verissimo
for contributions to recommender systems and to social and collaborative computing.,8.66925,-2.4811194,1,"mining, artificial, natural, intelligence, learning",756,John T Riedl
"for contributions to physical database design, query processing, and database management system architecture.",4.329394,-3.8639386,8,"systems, management, query, data, database",757,Kyu-Young Whang
for contributions to real-time distributed programs and logic programming.,-3.097027,-0.9577981,2,"networks, parallel, computing, systems, distributed",758,Rudrapatna K Shyamasundar
"for innovations in metadata management, especially the creation of tools to integrate, transform, query and analyze information.",4.272597,-3.1627262,8,"systems, management, query, data, database",759,RJ Miller
for contributions to program analysis and optimization and sustained professional service to the computer science research community.,0.64149,3.0350513,4,"service, science, computing, acm, computer",760,Rajiv Gupta
for contributions to the development of algorithms and information retrieval techniques.,9.41273,0.40762672,1,"mining, artificial, natural, intelligence, learning",761,Ricardo A Baeza-Yates
for contributions to fault-tolerant distributed computing.,-5.32614,-1.6282963,2,"networks, parallel, computing, systems, distributed",762,Robbert Van Renesse
"for contributions to ai, natural language processing, hci, and human-centered design.",10.034388,-0.84908605,1,"mining, artificial, natural, intelligence, learning",763,Terry Winograd
for contributions to interaction design and social computing and for outstanding service to acm.,2.6876397,-0.05916211,4,"service, science, computing, acm, computer",764,Thomas D Erickson
for the development of dynamic bayes networks and anytime algorithms.,4.098768,2.335499,1,"mining, artificial, natural, intelligence, learning",765,Thomas L Dean
"for the design, engineering and operation of energy efficient large-scale cloud computing systems.",-7.525307,-1.6700493,2,"networks, parallel, computing, systems, distributed",766,Urs Hoelzle
"for contributions to handwritten document image analysis, recognition, and retrieval.",9.843132,3.0566843,1,"mining, artificial, natural, intelligence, learning",767,Venu Govindaraju
for research on meaning-based understanding of natural language by computers.,10.181406,-0.8557153,1,"mining, artificial, natural, intelligence, learning",768,Yorick Wilks
for contributions to the analysis of large data sets and data streams.,7.0019608,-3.09931,1,"mining, artificial, natural, intelligence, learning",769,Yossi Matias
for fundamental contributions to personal computing and object-oriented programming.,-0.13381015,-6.113872,9,"systems, verification, languages, programming, software",770,Alan Kay
for contributions to programming language theory and systems.,-1.2350734,-6.4615993,9,"systems, verification, languages, programming, software",771,Alex Aiken
for contributions to software engineering and programming languages.,-0.26659888,-6.1143513,9,"systems, verification, languages, programming, software",772,Bertrand Meyer
for contributions to dependable computing and computer history.,-3.839254,-2.5115032,4,"service, science, computing, acm, computer",773,Brian Randell
for distinguished service and contributions to acm and the computing community.,0.64604276,0.43697706,4,"service, science, computing, acm, computer",774,Charles H House
for contributions to distributed computing.,-6.1714983,0.08729923,2,"networks, parallel, computing, systems, distributed",775,Douglas B Terry
for contributions to query processing and query languages.,6.212806,-4.1698976,8,"systems, management, query, data, database",776,Hamid Pirahesh
"for contributions to ubiquitous computing research, with emphasis on applications for education, home and health.",4.935571,6.2926397,4,"service, science, computing, acm, computer",777,Gregory D. Abowd
for contributions to computer networking and distributed systems.,-9.073885,-1.9718342,0,"internet, systems, mobile, networks, wireless",778,Hari Balakrishnan
for contributions to algorithms and data structures.,2.473489,6.1138935,7,"combinatorial, computational, complexity, theory, algorithms",779,Ian Munro
for contributions to the theory and design of computer communication protocols.,-10.757188,-3.744429,0,"internet, systems, mobile, networks, wireless",780,J.J. Garcia-Luna-Aceves
for contributions in compiler design and implementation.,-3.357182,-6.452043,9,"systems, verification, languages, programming, software",781,Jack Davidson
for contributions to electronic design automation.,-7.042349,3.9420202,9,"systems, verification, languages, programming, software",782,Jason Cong
for developing the macsyma computer system for formula manipulation.,-2.242166,-6.3342743,9,"systems, verification, languages, programming, software",783,Joel Moses
for contributions to the theory of programming languages.,-1.0212332,-6.839211,9,"systems, verification, languages, programming, software",784,John C. Mitchell
for contributions to the architecture and computer-aided design of field-programmable gate arrays (fpgas).,-7.11783,3.0201836,3,"performance, parallel, design, memory, computing",785,Jonathan Rose
for contributions to human-computer interaction.,5.6967635,7.153136,5,"interaction, human, graphics, vision, computer",786,Joseph A Konstan
for contributions to human-computer interaction and computer-supported cooperative work.,5.0162597,7.9322686,4,"service, science, computing, acm, computer",787,Judith S Olson
for contributions to compilers and memory management.,-3.8610888,-6.4589357,3,"performance, parallel, design, memory, computing",788,Kathryn S McKinley
for contributions to computational geometry.,3.3108919,6.623305,7,"combinatorial, computational, complexity, theory, algorithms",789,Kenneth Clarkson
for contributions to algorithms and complexity theory.,2.4031494,3.6391587,7,"combinatorial, computational, complexity, theory, algorithms",790,Madhu Sudan
for contributions to the theory and practice of stochastic modeling.,1.862725,1.7408134,1,"mining, artificial, natural, intelligence, learning",791,Mark S Squillante
for contributions to computer security and verification of computer systems.,-2.5652835,-5.272084,6,"secure, systems, cryptography, security, privacy",792,Martin Abadi
for contributions to reinventing virtual machines.,-4.6925516,-2.3733354,3,"performance, parallel, design, memory, computing",793,Mendel Rosenblum
for contributions to computer security and fault-tolerant distributed computing.,-5.293341,-1.7490814,2,"networks, parallel, computing, systems, distributed",794,Michael Reiter
for contributions to the theory of approximation algorithms and mathematical programming.,4.0125346,4.414803,7,"combinatorial, computational, complexity, theory, algorithms",795,Michel X Goemans
for contributions to rendering theory and systems.,0.6046964,5.414583,5,"interaction, human, graphics, vision, computer",796,Pat Hanrahan
for contributions to compiler technology and performance enhancement tools.,-3.7254994,-6.313224,3,"performance, parallel, design, memory, computing",797,Paul G Lowney
for contributions to the design of high-performance memory systems.,-6.428784,-4.4091177,3,"performance, parallel, design, memory, computing",798,Per O Stenstrom
"for contributions to computer music, physics-based sound synthesis and voice analysis/synthesis.",0.76430607,6.2243896,5,"interaction, human, graphics, vision, computer",799,Perry Cook
for contributions to computer vision.,9.459221,4.622627,5,"interaction, human, graphics, vision, computer",800,Jitendra Malik
for contributions to network control and management systems.,-9.382983,-3.556966,0,"internet, systems, mobile, networks, wireless",801,Jennifer Rexford
for contributions to theorem provers and verification techniques.,-1.5570712,-8.449988,9,"systems, verification, languages, programming, software",802,Lawrence C Paulson
for contributions to the interface of algorithmic methodology and game theory.,4.2892203,2.1486819,7,"combinatorial, computational, complexity, theory, algorithms",803,Xiaotie Deng
for contributions to computational photography.,9.509732,5.9363837,5,"interaction, human, graphics, vision, computer",804,Richard Szeliski
for contributions to computer-aided design tools for mixed-signal integrated circuits.,-6.922755,4.1078825,9,"systems, verification, languages, programming, software",805,Rob A Rutenbar
for contributions to software and systems.,-0.4045681,4.835548,9,"systems, verification, languages, programming, software",806,Roy Levin
for foundational work on probabilistically checkable proofs and approximate solutions to np-hard optimization problems.,4.0207834,4.015606,7,"combinatorial, computational, complexity, theory, algorithms",807,Sanjeev Arora
for fundamental contributions to the theory of computational complexity.,2.2698905,3.3853612,7,"combinatorial, computational, complexity, theory, algorithms",808,Stephen A Cook
for contributions to combinatorial auctions and mechanism design.,3.836317,2.8874736,7,"combinatorial, computational, complexity, theory, algorithms",809,Tuomas Sandholm
"for contributions to managing federated, active, and heterogeneous databases.",-3.48067,1.4472647,8,"systems, management, query, data, database",810,Umeshwar Dayal
for contributions to technologies for parallel computing.,-5.257306,0.9874408,3,"performance, parallel, design, memory, computing",811,Vivek Sarkar
for contributions to software engineering process discipline.,-1.6592287,-3.5284336,9,"systems, verification, languages, programming, software",812,Watts S Humphrey
for contributions to the field of human-computer interaction.,5.7228646,7.175746,5,"interaction, human, graphics, vision, computer",813,William A.S. Buxton
for contributions to program and system verification.,-1.8546573,-8.640772,9,"systems, verification, languages, programming, software",814,Amir Pnueli
for contributions to parallel and reconfigurable computing.,-6.811288,2.0940642,3,"performance, parallel, design, memory, computing",815,Anant Agarwal
for contributions to algorithms and web technology.,3.844714,3.5642745,7,"combinatorial, computational, complexity, theory, algorithms",816,Andrei Broder
for contributions to solid modeling and nanorobotics.,6.83561,4.8329473,5,"interaction, human, graphics, vision, computer",817,Aristides Requicha
for contributions to learning theory and algorithms.,2.7238595,4.9177976,7,"combinatorial, computational, complexity, theory, algorithms",818,Avrim Blum
for contributions to database theory.,4.69838,-3.8062582,8,"systems, management, query, data, database",819,Catriel Beeri
for contributions to computer vision.,9.458942,4.6220055,5,"interaction, human, graphics, vision, computer",820,Daniel Huttenlocher
for contributions to fault-tolerant distributed computing.,-5.325845,-1.6282774,2,"networks, parallel, computing, systems, distributed",821,Danny Dolev
for contributions to compiler support for parallel computing.,-4.248651,-5.3080554,3,"performance, parallel, design, memory, computing",822,David Padua
for contributions to computer-aided design of integrated circuits and systems.,-6.7950697,4.1877856,3,"performance, parallel, design, memory, computing",823,Donald E Thomas
for contributions to networking standards and internet applications.,-10.325885,-3.6722531,0,"internet, systems, mobile, networks, wireless",824,John C Klensin
for contributions to artificial intelligence.,6.020434,1.2743685,1,"mining, artificial, natural, intelligence, learning",825,Edward A Feigenbaum
for contributions to security and the public policy of information technology.,1.0628289,-3.6723087,6,"secure, systems, cryptography, security, privacy",826,Edward Felten
for contributions in transactions and memory management.,-5.071529,-4.7789955,3,"performance, parallel, design, memory, computing",827,Eliot Moss
"for the design of scalable, reliable internet services.",-8.2361355,-2.6289287,2,"networks, parallel, computing, systems, distributed",828,Eric A. Brewer
for contributions to computer science education.,-1.7812349,1.8597906,4,"service, science, computing, acm, computer",829,Eric S Roberts
for contributions to computer-supported collaborative work.,4.8910384,8.096624,4,"service, science, computing, acm, computer",830,Gary M Olson
for contributions to the theory of artificial intelligence and database systems.,4.313722,-2.25783,8,"systems, management, query, data, database",831,Georg Gottlob
for contributions to multiprocessor computers and compiler optimization techniques.,-4.3497224,-5.352152,3,"performance, parallel, design, memory, computing",832,Guang Gao
for contributions to content-based analysis and retrieval of multimedia.,9.740641,2.1974072,1,"mining, artificial, natural, intelligence, learning",833,HongJiang Zhang
for contributions to complexity theory.,2.256817,3.2940311,7,"combinatorial, computational, complexity, theory, algorithms",834,Lance Fortnow
for contributions to software design.,-2.2623434,0.075047925,9,"systems, verification, languages, programming, software",835,Larry Constantine
for contributions to functional and object-oriented programming languages.,-0.16391197,-6.2054453,9,"systems, verification, languages, programming, software",836,Martin Odersky
for contributions to type theory and program analysis.,-0.87074226,-7.10209,9,"systems, verification, languages, programming, software",837,Mitchell Wand
for contributions to computer graphics.,8.642196,6.2603126,5,"interaction, human, graphics, vision, computer",838,Marc Levoy
for contributions to computer graphics and computer vision.,9.2554455,5.210374,5,"interaction, human, graphics, vision, computer",839,Michael F. Cohen
for contributions to compilers and program analysis.,-3.238478,-6.6533375,9,"systems, verification, languages, programming, software",840,Monica Lam
for contributions to the theory of programming languages.,-1.0204734,-6.839382,9,"systems, verification, languages, programming, software",841,Philip Wadler
for contributions to symbolic computation and computational biology.,6.060992,0.13289383,7,"combinatorial, computational, complexity, theory, algorithms",842,Bud Mishra
for contributions to computer graphics and vision.,9.357125,4.957455,5,"interaction, human, graphics, vision, computer",843,Demetri Terzopoulos
for contributions to algorithms and complexity theory.,2.4032311,3.6392398,7,"combinatorial, computational, complexity, theory, algorithms",844,Rajeev Motwani
for contributions to computational biology and computational complexity.,6.0636015,0.18387192,7,"combinatorial, computational, complexity, theory, algorithms",845,Tao  Jiang
for contributions to the specification and verification of reactive and hybrid systems.,-2.4712002,-9.192453,9,"systems, verification, languages, programming, software",846,Rajeev Alur
for contributions to the use of programming environments in education and entertainment.,-0.72903574,-5.074566,9,"systems, verification, languages, programming, software",847,Randy Pausch
for contributions to data semantics and web services.,5.5632014,-1.840141,8,"systems, management, query, data, database",848,Richard Hull
for contributions to computability and complexity theory.,2.2914326,3.319122,7,"combinatorial, computational, complexity, theory, algorithms",849,Rodney Downey
for contributions to the mathematical foundations of optimizing parallelizing compilers.,-4.0926104,-5.643944,3,"performance, parallel, design, memory, computing",850,Utpal Banerjee
"for contributions to parallel, distributed and reconfigurable computing.",-6.783497,2.0216153,3,"performance, parallel, design, memory, computing",851,Viktor Prasanna
for contributions to computer-based systems for people with disabilities.,3.9258711,8.742457,4,"service, science, computing, acm, computer",852,Alan Newell
for contributions to internet measurement and engineering.,-9.255178,-5.2842207,0,"internet, systems, mobile, networks, wireless",853,Albert G Greenberg
for contributions to data integration and knowledge representation.,5.254441,-2.0899491,8,"systems, management, query, data, database",854,Alon Yitzchak Halevy
for contributions to computer algebra and symbolic computation.,3.4505985,2.7743924,7,"combinatorial, computational, complexity, theory, algorithms",855,Anthony C Hearn
for contributions to dataflow computing and verification.,-2.029799,-8.733011,7,"combinatorial, computational, complexity, theory, algorithms",856,Arvind  Arvind
for leadership in broadening participation in computing.,1.1943107,8.322539,4,"service, science, computing, acm, computer",857,Bryant W York
for contributions to user interface technology.,5.6207633,7.2748494,5,"interaction, human, graphics, vision, computer",858,Dan R Olsen
for mentoring activities and contributions to numerical algorithms.,0.7362341,4.442797,7,"combinatorial, computational, complexity, theory, algorithms",859,Dianne Prost OLeary
for leadership and contributions to scalable distributed systems.,-6.1112804,-1.0463642,2,"networks, parallel, computing, systems, distributed",860,Alfred Z Spector
for contributions to computer vision and computer graphics.,9.289545,5.074521,5,"interaction, human, graphics, vision, computer",861,Heung-Yeung Shum
for contributions to the development and application of cognitive architectures.,5.403093,0.22148335,1,"mining, artificial, natural, intelligence, learning",862,John E. Laird
for contributions to distributed data management and service to the database community.,2.7729785,-2.0387378,8,"systems, management, query, data, database",863,M. Tamer Ozsu
for contributions to computational complexity theory.,2.2782023,3.4325798,7,"combinatorial, computational, complexity, theory, algorithms",864,Eric Allender
for contributions to mechanized theorem proving.,-1.3583449,-8.374608,7,"combinatorial, computational, complexity, theory, algorithms",865,J Strother Moore
"for contributions to programming languages, compilers, and computer architecture.",-3.6647,-6.3219633,9,"systems, verification, languages, programming, software",866,James Larus
for contributions to algebraic specifications and abstract data types.,-1.1659654,-7.212025,9,"systems, verification, languages, programming, software",867,John Guttag
for contributions to artificial intelligence and cognitive science.,5.677872,0.92525464,1,"mining, artificial, natural, intelligence, learning",868,Kenneth Forbus
"for research leadership, and contributions to federated database systems.",-3.491849,1.3977834,8,"systems, management, query, data, database",869,Laura M Haas
for contributions to information processing and web analysis.,9.045256,0.8119683,1,"mining, artificial, natural, intelligence, learning",870,Lee Giles
for contributions to protocol designs for packet switched networks.,-10.573818,-3.4944828,0,"internet, systems, mobile, networks, wireless",871,Lixia Zhang
for contributions to information management and security.,1.0965978,-3.7635925,6,"secure, systems, cryptography, security, privacy",872,Marianne Winslett
for contributions to programming languages and development environments.,-1.0377799,-5.376515,9,"systems, verification, languages, programming, software",873,Matthias Felleisen
for contributions to system software for parallel and distributed computing.,-5.4368157,0.5846308,2,"networks, parallel, computing, systems, distributed",874,Michael Scott
for contributions to parallel and distributed computation.,-5.849046,0.82167816,2,"networks, parallel, computing, systems, distributed",875,Mikhail Atallah
for contributions to computational complexity and its applications.,2.3226085,3.4524763,7,"combinatorial, computational, complexity, theory, algorithms",876,Ming Li
for contributions to query processing and data mining.,6.5637064,-3.7179017,1,"mining, artificial, natural, intelligence, learning",877,Ming-Syan Chen
for contributions to network switching and queueing.,-9.518426,-1.8561637,0,"internet, systems, mobile, networks, wireless",878,Nick McKeown
for contributions to the design and analysis of high-performance processors and memory systems.,-6.4170637,-4.21038,3,"performance, parallel, design, memory, computing",879,Norman Jouppi
for contributions to multiprocessors on a chip and multi threaded processor design.,-5.4742136,-4.3414774,3,"performance, parallel, design, memory, computing",880,Oyekunle Olukotun
for contributions to artificial intelligence and information retrieval.,9.450845,0.3325246,1,"mining, artificial, natural, intelligence, learning",881,Peter Norvig
"for contributions to parallel computing, databases, and sensor networks.",-8.93041,0.88951224,2,"networks, parallel, computing, systems, distributed",882,Phillip B Gibbons
for research in distributed system software engineering and service to the community.,-2.4217987,-2.7862792,2,"networks, parallel, computing, systems, distributed",883,Alexander L Wolf
for contributions to message passing protocols.,-10.954872,-3.933396,0,"internet, systems, mobile, networks, wireless",884,William D Gropp
for contributions to parallel and distributed computing.,-5.7236567,0.79308075,2,"networks, parallel, computing, systems, distributed",885,Charles E Leiserson
for contributions to the resource management of data networks.,-9.301529,-2.435636,0,"internet, systems, mobile, networks, wireless",886,Roch Guerin
for contributions to data management and database systems.,4.312028,-3.5987148,8,"systems, management, query, data, database",887,Stanley Zdonik
for research contributions to information retrieval and human-computer interaction.,5.7987328,6.4089065,1,"mining, artificial, natural, intelligence, learning",888,Susan T Dumais
for contributions to formal verification and hybrid systems.,-2.4684937,-9.126108,9,"systems, verification, languages, programming, software",889,Thomas A Henzinger
"for contributions to machine learning, data mining and knowledge discovery.",8.063239,-0.19705904,1,"mining, artificial, natural, intelligence, learning",890,Usama M Fayyad
for contributions to internet measurement and intrusion detection.,-8.941841,-5.524438,0,"internet, systems, mobile, networks, wireless",891,Vern Paxson
for contributions to database management systems.,4.568197,-3.7393565,8,"systems, management, query, data, database",892,Victor Vianu
for contributions to the measurement and analysis of computer networks.,-9.274751,-5.0532184,0,"internet, systems, mobile, networks, wireless",893,Christophe Diot
for contributions to planning algorithms.,4.21665,4.7964044,7,"combinatorial, computational, complexity, theory, algorithms",894,Daniel Weld
for contributions to shared-memory multiprocessing.,-5.389054,-4.7544107,3,"performance, parallel, design, memory, computing",895,David A Wood
for contributions to system verification and for leadership in the development of verifiable voting systems.,-2.1570084,-8.2569895,6,"secure, systems, cryptography, security, privacy",896,David Dill
for contributions to discrete-event simulation.,-3.3019981,4.352147,1,"mining, artificial, natural, intelligence, learning",897,David M Nicol
for contributions to formal methods and for international leadership.,-0.2044623,-4.746664,9,"systems, verification, languages, programming, software",898,Dines Bjorner
for contributions to interactive programming environments.,-1.1130586,-5.525546,9,"systems, verification, languages, programming, software",899,Brad A Myers
for contributions to parallel and stochastic networks.,-4.9095564,2.921105,2,"networks, parallel, computing, systems, distributed",900,Eli Upfal
for contributions to distributed database systems.,-3.7165263,1.3082451,2,"networks, parallel, computing, systems, distributed",901,Gerhard Weikum
"for contributions to network architecture, protocols and algorithms.",-10.90663,-3.7673144,0,"internet, systems, mobile, networks, wireless",902,Hui Zhang
for contributions to active and semi-structured database systems.,4.5121236,-3.2786167,8,"systems, management, query, data, database",903,Jennifer Widom
for contributions to the theory and practice of compiler construction.,-3.039669,-6.508555,9,"systems, verification, languages, programming, software",904,Keith D Cooper
for contributions to compiler optimization and embedded computing.,-3.8579688,-6.21837,3,"performance, parallel, design, memory, computing",905,Krishna Palem
for contributions to real-time systems.,-3.2257314,-0.5921103,0,"internet, systems, mobile, networks, wireless",906,Lui Sha
for contributions to distributed and parallel systems.,-6.2105436,0.58886796,2,"networks, parallel, computing, systems, distributed",907,Maurice Herlihy
for contributions to distributed information management.,-3.6410465,1.4396527,2,"networks, parallel, computing, systems, distributed",908,Michael J Franklin
for contributions to market-based and decentralized computation,-6.0018287,-0.6166611,2,"networks, parallel, computing, systems, distributed",909,Michael Wellman
for contributions to multiprocessor memory system design.,-5.9117227,-4.3534207,3,"performance, parallel, design, memory, computing",910,Michel Dubois
for contributions to algorithms and data structures.,2.4731712,6.1136045,7,"combinatorial, computational, complexity, theory, algorithms",911,Mikkel Thorup
for contributions to search systems for distributed data.,6.481207,-3.4655035,8,"systems, management, query, data, database",912,Ophir Frieder
for contributions to logic in computer science.,2.9805334,1.4783107,9,"systems, verification, languages, programming, software",913,Phokion Kolaitis
for contributions to type systems for programming languages.,-0.68683213,-6.5737176,9,"systems, verification, languages, programming, software",914,Robert Harper
for leadership in superscalar processors and multimedia architectures.,-6.6585393,-3.409847,3,"performance, parallel, design, memory, computing",915,Uri Weiser
for contributions to artificial intelligence and robotics.,5.8569613,1.6123226,5,"interaction, human, graphics, vision, computer",916,Rodney A Brooks
for contributions to mobile and ubiquitous systems.,-10.023338,-0.22247049,0,"internet, systems, mobile, networks, wireless",917,Roy Want
for contributions to the development of unix and for effective leadership of acm.,-2.9123979,-2.060106,9,"systems, verification, languages, programming, software",918,Stephen Bourne
for contributions to database query processing and optimization.,6.092047,-4.073824,8,"systems, management, query, data, database",919,Surajit Chaudhuri
for contributions to packet processing and traffic management algorithms.,-10.320791,-2.601327,0,"internet, systems, mobile, networks, wireless",920,T V Lakshman
for contributions in distributed systems and computer networks.,-7.0444093,-0.6049381,2,"networks, parallel, computing, systems, distributed",921,Thomas Anderson
for contributions to automated program analysis and synthesis.,-2.921694,-7.098579,9,"systems, verification, languages, programming, software",922,Thomas Reps
for contributions to theoretical computer science and quantum computation.,2.6537247,1.896748,7,"combinatorial, computational, complexity, theory, algorithms",923,Umesh Vazirani
for contributions to optimization and approximation algorithms.,4.2362876,4.2375917,7,"combinatorial, computational, complexity, theory, algorithms",924,Vijay V Vazirani
for contributions to the design and analysis of parallel algorithms.,-4.533276,1.6972905,7,"combinatorial, computational, complexity, theory, algorithms",925,Vipin Kumar
for contributions to the analysis of data networks and protocols.,-10.696802,-3.8603096,0,"internet, systems, mobile, networks, wireless",926,Walter Willinger
for contributions to shared-memory multiprocessing.,-5.389054,-4.7544107,3,"performance, parallel, design, memory, computing",927,Allan Gottlieb
for contributions to error-correcting codes.,-0.08083822,6.0225534,7,"combinatorial, computational, complexity, theory, algorithms",928,Bella Bose
for leadership in the computer science community and contributions to functional programming languages.,-0.09935321,-6.742106,9,"systems, verification, languages, programming, software",929,David S Wise
for contributions to object-oriented distributed computing.,-6.2515883,-0.107264735,2,"networks, parallel, computing, systems, distributed",930,Richard Schantz
"for contributions to distributed, mobile, and parallel systems.",-6.804935,0.5790392,2,"networks, parallel, computing, systems, distributed",931,Frans Kaashoek
for contributions to symbolic computation.,3.4029136,2.7988882,7,"combinatorial, computational, complexity, theory, algorithms",932,George E Collins
for leadership in information systems.,-0.41917574,4.8627048,4,"service, science, computing, acm, computer",933,Janis A Bubenko
for contributions to computer architecture and performance analysis.,-6.7749953,-3.2820039,3,"performance, parallel, design, memory, computing",934,Joel Emer
for contributions to object-oriented programming languages.,-0.15775132,-6.1713943,9,"systems, verification, languages, programming, software",935,Luca Cardelli
for contributions to memory consistency models and memory system design.,-6.3482127,-4.938344,3,"performance, parallel, design, memory, computing",936,Mark D. Hill
"for contributions to distributed computing systems, security, and networking.",-6.943008,-0.7981041,2,"networks, parallel, computing, systems, distributed",937,Michael D Schroeder
"for contributions to the internet, including the development of domain and email protocols.",-10.617504,-4.133149,0,"internet, systems, mobile, networks, wireless",938,Paul Mockapetris
for contributions to query processing and access methods in database systems.,5.424059,-4.278156,8,"systems, management, query, data, database",939,Per-Ake Larson
